datetime,substation,feeder,FVHI,FVHD,FVLI,FVLD,FVSM,FCHI,FCHD,FCLI,FCLD,FCSM
2024-01-01 04:00,Sub1,F2,345,162,107,76,12,335,77,85,84,8
2024-01-01 05:00,Sub1,F2,332,155,104,72,27,236,144,111,66,43
2024-01-01 06:00,Sub1,F2,366,129,85,25,44,244,131,98,43,14
2024-01-01 07:00,Sub1,F2,327,146,95,40,44,316,72,107,27,14
2024-01-01 08:00,Sub1,F2,345,149,100,41,13,219,104,101,68,15
2024-01-01 09:00,Sub1,F2,352,140,93,28,26,309,167,83,78,41
2024-01-01 10:00,Sub1,F2,340,160,107,28,30,221,178,138,21,7
2024-01-01 11:00,Sub1,F2,375,141,95,31,35,263,85,122,49,48
2024-01-01 12:00,Sub1,F2,353,139,94,63,43,314,86,66,84,19
2024-01-01 13:00,Sub1,F2,327,140,92,57,40,320,79,97,53,35
2024-01-01 14:00,Sub1,F2,355,150,101,87,30,221,171,110,75,13
2024-01-01 15:00,Sub1,F2,358,143,96,46,47,250,160,92,20,44
2024-01-01 16:00,Sub1,F2,349,137,92,84,24,300,165,74,38,33
2024-01-01 17:00,Sub1,F2,348,160,108,24,53,274,137,63,52,45
2024-01-01 18:00,Sub1,F2,337,146,97,24,50,310,74,87,78,36
2024-01-01 19:00,Sub1,F2,318,146,95,85,19,260,86,55,89,20
2024-01-01 20:00,Sub1,F2,361,136,92,20,22,323,132,132,45,10
2024-01-01 21:00,Sub1,F2,328,142,93,51,28,314,111,77,63,40
2024-01-01 22:00,Sub1,F2,336,130,86,69,34,229,103,134,49,40
2024-01-01 23:00,Sub1,F2,379,120,80,58,34,316,149,118,79,9
2024-01-02 00:00,Sub1,F2,353,151,103,22,53,302,105,52,78,15
2024-01-02 01:00,Sub1,F2,344,144,95,71,25,305,112,52,67,49
2024-01-02 02:00,Sub1,F2,353,134,89,44,30,327,116,112,19,21
2024-01-02 03:00,Sub1,F2,351,137,92,86,26,250,164,99,54,9
2024-01-02 04:00,Sub1,F2,315,140,91,51,27,291,153,136,32,26
2024-01-02 05:00,Sub1,F2,352,141,95,69,41,328,172,139,36,49
2024-01-02 06:00,Sub1,F2,364,153,103,56,36,228,154,137,39,46
2024-01-02 07:00,Sub1,F2,327,156,102,41,44,313,74,121,33,5
2024-01-02 08:00,Sub1,F2,372,136,92,80,28,210,120,58,82,18
2024-01-02 09:00,Sub1,F2,347,139,102,81,32,203,161,88,51,46
2024-01-02 10:00,Sub1,F2,335,147,97,91,30,296,145,72,33,39
2024-01-02 11:00,Sub1,F2,340,143,95,94,37,210,81,118,58,42
2024-01-02 12:00,Sub1,F2,341,120,80,47,11,244,95,60,57,6
2024-01-02 13:00,Sub1,F2,320,133,86,86,10,319,80,55,34,20
2024-01-02 14:00,Sub1,F2,367,138,94,70,38,312,147,86,60,15
2024-01-02 15:00,Sub1,F2,334,144,96,20,32,261,139,116,25,22
2024-01-02 16:00,Sub1,F2,329,150,100,35,50,284,90,92,38,14
2024-01-02 17:00,Sub1,F2,361,165,111,92,44,330,119,52,63,18
2024-01-02 18:00,Sub1,F2,345,168,114,33,57,227,102,122,82,21
2024-01-02 19:00,Sub1,F2,348,121,80,58,51,346,120,52,68,40
2024-01-02 20:00,Sub1,F2,333,141,94,65,49,204,177,41,73,43
2024-01-02 21:00,Sub1,F2,363,146,99,86,20,312,130,52,40,19
2024-01-02 22:00,Sub1,F2,337,169,114,68,30,267,138,118,68,25
2024-01-02 23:00,Sub1,F2,348,163,109,83,48,277,114,43,82,46
2024-01-03 00:00,Sub1,F2,346,125,84,52,14,314,178,67,21,29
2024-01-03 01:00,Sub1,F2,364,141,97,30,35,333,96,92,77,8
2024-01-03 02:00,Sub1,F2,331,165,111,90,22,232,155,106,29,31
2024-01-03 03:00,Sub1,F2,318,134,88,51,50,235,130,58,65,29
2024-01-03 04:00,Sub1,F2,336,143,96,94,44,308,102,106,30,30
2024-01-03 05:00,Sub1,F2,359,133,88,81,18,302,168,83,61,19
2024-01-03 06:00,Sub1,F2,322,142,93,31,32,268,134,121,79,26
2024-01-03 07:00,Sub1,F2,351,143,95,73,37,236,130,81,51,27
2024-01-03 08:00,Sub1,F2,346,136,92,67,37,275,154,59,86,15
2024-01-03 09:00,Sub1,F2,375,137,92,54,45,334,144,54,88,30
2024-01-03 10:00,Sub1,F2,337,154,102,60,51,275,116,112,40,41
2024-01-03 11:00,Sub1,F2,341,146,98,25,50,346,90,54,37,32
2024-01-03 12:00,Sub1,F2,354,162,110,50,23,238,74,139,42,13
2024-01-03 13:00,Sub1,F2,353,167,114,58,53,267,169,85,73,47
2024-01-03 14:00,Sub1,F2,357,168,114,32,32,262,165,137,23,34
2024-01-03 15:00,Sub1,F2,330,159,105,78,53,337,76,122,45,34
2024-01-03 16:00,Sub1,F2,328,141,93,30,28,342,126,110,29,21
2024-01-03 17:00,Sub1,F2,359,138,93,50,21,283,140,62,32,35
2024-01-03 18:00,Sub1,F2,326,140,92,54,40,275,148,56,33,29
2024-01-03 19:00,Sub1,F2,348,159,106,64,40,260,130,135,56,31
2024-01-03 20:00,Sub1,F2,329,156,103,96,11,216,144,109,72,33
2024-01-03 21:00,Sub1,F2,327,140,92,68,49,265,70,75,55,48
2024-01-03 22:00,Sub1,F2,337,133,89,26,59,306,82,101,51,8
2024-01-03 23:00,Sub1,F2,345,155,106,23,11,305,85,129,86,29
2024-01-04 00:00,Sub1,F2,369,146,99,97,42,306,102,48,62,26
2024-01-04 01:00,Sub1,F2,363,125,82,82,29,317,97,116,48,40
2024-01-04 02:00,Sub1,F2,351,152,102,82,54,208,73,124,60,35
2024-01-04 03:00,Sub1,F2,362,141,111,81,57,334,167,137,82,42
2024-01-04 04:00,Sub1,F2,331,142,94,59,34,207,121,114,72,24
2024-01-04 05:00,Sub1,F2,344,165,111,66,32,304,96,117,25,19
2024-01-04 06:00,Sub1,F2,345,164,111,57,18,292,78,42,24,8
2024-01-04 07:00,Sub1,F2,367,148,102,41,57,203,78,124,24,21
2024-01-04 08:00,Sub1,F2,351,136,92,56,37,207,158,48,89,9
2024-01-04 09:00,Sub1,F2,341,146,97,86,13,299,168,52,49,21
2024-01-04 10:00,Sub1,F2,338,137,90,94,25,297,118,110,85,25
2024-01-04 11:00,Sub1,F2,362,123,84,42,40,287,110,41,31,44
2024-01-04 12:00,Sub1,F2,352,142,98,95,19,338,116,58,65,33
2024-01-04 13:00,Sub1,F2,353,145,96,74,24,306,151,76,33,17
2024-01-04 14:00,Sub1,F2,324,122,79,23,36,322,176,43,18,43
2024-01-04 15:00,Sub1,F2,332,159,115,26,11,299,99,109,65,43
2024-01-04 16:00,Sub1,F2,366,146,101,46,12,256,116,86,38,28
2024-01-04 17:00,Sub1,F2,369,146,99,20,38,345,175,61,50,10
2024-01-04 18:00,Sub1,F2,337,144,97,79,26,342,134,47,36,38
2024-01-04 19:00,Sub1,F2,338,147,96,97,38,306,175,44,22,20
2024-01-04 20:00,Sub1,F2,369,113,75,69,42,298,102,83,76,49
2024-01-04 21:00,Sub1,F2,338,136,91,20,59,293,81,110,83,7
2024-01-04 22:00,Sub1,F2,332,139,91,21,44,283,179,103,79,29
2024-01-04 23:00,Sub1,F2,357,161,109,39,18,260,89,92,59,29
2024-01-05 00:00,Sub1,F2,330,152,100,41,58,241,94,87,20,29
2024-01-05 01:00,Sub1,F2,360,130,85,67,47,297,179,64,53,11
2024-01-05 02:00,Sub1,F2,322,137,90,55,10,227,149,68,68,47
2024-01-05 03:00,Sub1,F2,335,147,97,43,42,290,133,130,64,28
2024-01-05 04:00,Sub1,F2,357,157,106,45,41,205,160,111,62,25
2024-01-05 05:00,Sub1,F2,369,143,98,78,24,347,149,63,63,40
2024-01-05 06:00,Sub1,F2,362,127,84,50,22,291,155,70,76,11
2024-01-05 07:00,Sub1,F2,354,162,110,68,58,273,150,79,30,17
2024-01-05 08:00,Sub1,F2,363,116,78,37,38,254,72,44,77,10
2024-01-05 09:00,Sub1,F2,347,146,98,54,57,328,158,113,49,48
2024-01-05 10:00,Sub1,F2,330,146,98,32,19,228,145,105,31,16
2024-01-05 11:00,Sub1,F2,344,147,100,95,46,327,98,134,15,9
2024-01-05 12:00,Sub1,F2,378,165,114,93,36,250,136,63,21,37
2024-01-05 13:00,Sub1,F2,352,161,109,85,25,290,128,96,34,20
2024-01-05 14:00,Sub1,F2,343,141,106,22,16,331,99,128,51,27
2024-01-05 15:00,Sub1,F2,358,162,111,98,51,341,169,87,57,8
2024-01-05 16:00,Sub1,F2,331,123,93,74,26,270,143,75,24,12
2024-01-05 17:00,Sub1,F2,361,135,90,56,23,202,92,136,33,42
2024-01-05 18:00,Sub1,F2,363,140,95,75,32,293,88,127,78,48
2024-01-05 19:00,Sub1,F2,297,158,101,75,49,335,167,57,85,44
2024-01-05 20:00,Sub1,F2,352,167,114,32,40,335,132,58,86,17
2024-01-05 21:00,Sub1,F2,338,145,122,96,43,243,151,107,64,35
2024-01-05 22:00,Sub1,F2,357,135,91,84,45,277,99,105,24,46
2024-01-05 23:00,Sub1,F2,335,157,106,30,17,305,134,72,54,30
2024-01-06 00:00,Sub1,F2,365,155,106,47,42,314,76,92,80,28
2024-01-06 01:00,Sub1,F2,388,133,91,79,58,203,88,82,30,22
2024-01-06 02:00,Sub1,F2,357,158,107,53,13,256,149,42,25,16
2024-01-06 03:00,Sub1,F2,350,128,84,68,53,245,102,137,85,47
2024-01-06 04:00,Sub1,F2,370,146,99,68,12,300,173,131,21,10
2024-01-06 05:00,Sub1,F2,326,151,99,86,19,319,75,123,56,33
2024-01-06 06:00,Sub1,F2,328,150,100,89,54,283,115,137,65,38
2024-01-06 07:00,Sub1,F2,343,140,93,99,39,296,139,57,30,28
2024-01-06 08:00,Sub1,F2,363,125,83,22,27,289,138,94,22,34
2024-01-06 09:00,Sub1,F2,332,152,103,32,10,244,110,69,52,23
2024-01-06 10:00,Sub1,F2,357,148,99,67,13,241,156,40,75,22
2024-01-06 11:00,Sub1,F2,373,139,94,56,40,223,129,63,56,22
2024-01-06 12:00,Sub1,F2,324,134,88,43,29,344,124,111,15,40
2024-01-06 13:00,Sub1,F2,338,145,108,25,28,334,124,55,76,35
2024-01-06 14:00,Sub1,F2,337,140,93,98,16,205,171,70,51,49
2024-01-06 15:00,Sub1,F2,351,132,89,33,21,230,136,59,76,19
2024-01-06 16:00,Sub1,F2,353,152,102,32,47,269,75,139,67,36
2024-01-06 17:00,Sub1,F2,345,135,89,80,46,309,143,44,87,45
2024-01-06 18:00,Sub1,F2,330,153,102,26,39,301,123,94,38,20
2024-01-06 19:00,Sub1,F2,376,140,96,33,22,272,133,114,22,27
2024-01-06 20:00,Sub1,F2,361,150,100,37,26,235,176,137,88,40
2024-01-06 21:00,Sub1,F2,353,153,104,94,58,230,88,76,62,9
2024-01-06 22:00,Sub1,F2,363,140,92,77,42,264,84,138,29,23
2024-01-06 23:00,Sub1,F2,362,156,107,33,49,319,161,66,72,17
2024-01-07 00:00,Sub1,F2,338,161,106,31,49,205,84,40,26,9
2024-01-07 01:00,Sub1,F2,368,150,102,42,51,272,160,80,78,9
2024-01-07 02:00,Sub1,F2,318,141,93,22,18,237,154,74,61,15
2024-01-07 03:00,Sub1,F2,322,150,98,53,51,322,150,112,50,38
2024-01-07 04:00,Sub1,F2,363,148,126,62,10,301,157,92,24,30
2024-01-07 05:00,Sub1,F2,339,152,101,67,31,286,162,50,53,8
2024-01-07 06:00,Sub1,F2,364,129,88,83,38,266,146,138,31,14
2024-01-07 07:00,Sub1,F2,362,136,93,66,41,246,163,94,42,30
2024-01-07 08:00,Sub1,F2,329,147,97,42,31,279,118,78,42,6
2024-01-07 09:00,Sub1,F2,327,141,93,64,26,257,75,134,41,11
2024-01-07 10:00,Sub1,F2,322,149,98,69,43,309,115,65,66,6
2024-01-07 11:00,Sub1,F2,326,158,105,26,23,211,93,66,89,33
2024-01-07 12:00,Sub1,F2,339,145,95,71,56,296,116,109,50,32
2024-01-07 13:00,Sub1,F2,363,121,81,64,22,289,128,43,85,21
2024-01-07 14:00,Sub1,F2,339,148,96,26,29,208,163,56,39,10
2024-01-07 15:00,Sub1,F2,355,154,115,78,47,208,100,42,34,9
2024-01-07 16:00,Sub1,F2,360,142,97,75,46,257,106,123,16,13
2024-01-07 17:00,Sub1,F2,350,142,95,33,39,266,179,49,54,33
2024-01-07 18:00,Sub1,F2,345,157,106,95,29,331,116,71,45,12
2024-01-07 19:00,Sub1,F2,330,135,89,39,54,309,140,92,86,21
2024-01-07 20:00,Sub1,F2,350,161,109,64,17,302,129,75,43,30
2024-01-07 21:00,Sub1,F2,331,151,99,74,58,207,89,85,72,20
2024-01-07 22:00,Sub1,F2,331,142,94,74,41,347,153,91,44,35
2024-01-07 23:00,Sub1,F2,338,157,105,21,54,328,94,59,45,12
2024-01-08 00:00,Sub1,F2,348,147,99,46,19,323,127,60,62,49
2024-01-08 01:00,Sub1,F2,341,145,97,69,31,231,167,66,48,21
2024-01-08 02:00,Sub1,F2,334,156,105,93,50,222,109,80,40,36
2024-01-08 03:00,Sub1,F2,364,142,96,29,49,328,114,126,66,15
2024-01-08 04:00,Sub1,F2,353,144,96,86,20,249,150,41,78,38
2024-01-08 05:00,Sub1,F2,317,145,96,35,31,221,101,132,80,27
2024-01-08 06:00,Sub1,F2,328,150,101,46,41,305,71,138,41,31
2024-01-08 07:00,Sub1,F2,300,122,76,54,14,219,97,63,87,49
2024-01-08 08:00,Sub1,F2,339,152,102,52,16,324,112,68,65,5
2024-01-08 09:00,Sub1,F2,328,154,103,21,54,290,106,137,59,17
2024-01-08 10:00,Sub1,F2,352,150,102,67,27,233,80,95,78,33
2024-01-08 11:00,Sub1,F2,342,150,100,79,48,231,86,134,77,8
2024-01-08 12:00,Sub1,F2,345,141,96,53,54,260,122,66,76,47
2024-01-08 13:00,Sub1,F2,326,116,77,59,16,203,148,131,44,20
2024-01-08 14:00,Sub1,F2,340,124,83,36,20,208,80,112,58,24
2024-01-08 15:00,Sub1,F2,328,141,94,58,57,281,121,103,62,49
2024-01-08 16:00,Sub1,F2,335,140,92,61,29,339,134,52,56,21
2024-01-08 17:00,Sub1,F2,319,147,96,83,43,272,177,58,88,44
2024-01-08 18:00,Sub1,F2,368,132,89,24,43,235,104,66,41,14
2024-01-08 19:00,Sub1,F2,329,150,100,24,52,316,143,43,36,7
2024-01-08 20:00,Sub1,F2,351,144,97,21,48,302,79,129,20,41
2024-01-08 21:00,Sub1,F2,327,138,90,21,47,243,131,129,47,37
2024-01-08 22:00,Sub1,F2,346,146,98,85,24,342,123,102,81,8
2024-01-08 23:00,Sub1,F2,350,128,85,64,32,292,105,116,83,15
2024-01-09 00:00,Sub1,F2,342,137,90,47,16,236,173,137,43,33
2024-01-09 01:00,Sub1,F2,356,129,86,90,54,211,122,100,71,10
2024-01-09 02:00,Sub1,F2,357,146,98,43,55,249,110,94,60,35
2024-01-09 03:00,Sub1,F2,340,128,84,68,30,264,111,124,54,11
2024-01-09 04:00,Sub1,F2,342,145,95,28,51,323,133,42,73,29
2024-01-09 05:00,Sub1,F2,361,171,117,66,56,321,82,131,69,31
2024-01-09 06:00,Sub1,F2,358,123,81,71,54,255,171,57,28,8
2024-01-09 07:00,Sub1,F2,352,145,97,25,15,212,158,127,51,43
2024-01-09 08:00,Sub1,F2,324,170,113,44,26,287,173,55,16,41
2024-01-09 09:00,Sub1,F2,342,131,88,81,18,343,71,64,81,17
2024-01-09 10:00,Sub1,F2,343,133,88,66,22,236,98,107,38,29
2024-01-09 11:00,Sub1,F2,335,135,89,44,56,231,133,50,40,18
2024-01-09 12:00,Sub1,F2,361,149,100,36,44,276,82,61,88,38
2024-01-09 13:00,Sub1,F2,371,161,110,53,12,267,142,76,43,12
2024-01-09 14:00,Sub1,F2,331,139,93,40,20,241,71,115,74,31
2024-01-09 15:00,Sub1,F2,364,166,113,48,15,200,139,110,87,26
2024-01-09 16:00,Sub1,F2,330,132,89,62,30,255,107,66,81,38
2024-01-09 17:00,Sub1,F2,340,142,95,82,37,314,165,131,38,18
2024-01-09 18:00,Sub1,F2,351,129,85,51,17,251,152,94,38,41
2024-01-09 19:00,Sub1,F2,327,139,90,37,55,314,164,65,74,11
2024-01-09 20:00,Sub1,F2,338,161,108,77,43,266,102,88,38,44
2024-01-09 21:00,Sub1,F2,330,147,98,92,46,337,72,117,38,15
2024-01-09 22:00,Sub1,F2,335,152,102,53,33,225,71,127,48,38
2024-01-09 23:00,Sub1,F2,373,153,105,77,36,252,177,65,24,35
2024-01-10 00:00,Sub1,F2,321,155,102,70,31,278,98,75,30,43
2024-01-10 01:00,Sub1,F2,349,161,109,85,19,342,146,57,46,43
2024-01-10 02:00,Sub1,F2,338,157,104,58,31,246,124,49,48,41
2024-01-10 03:00,Sub1,F2,362,151,101,52,10,282,85,127,34,31
2024-01-10 04:00,Sub1,F2,368,141,96,46,51,283,173,94,67,26
2024-01-10 05:00,Sub1,F2,342,158,105,87,16,229,90,49,57,35
2024-01-10 06:00,Sub1,F2,365,132,88,45,23,295,160,107,26,27
2024-01-10 07:00,Sub1,F2,366,159,107,74,12,211,176,97,24,10
2024-01-10 08:00,Sub1,F2,357,139,95,97,38,260,124,139,71,12
2024-01-10 09:00,Sub1,F2,327,128,83,92,30,336,135,115,52,35
2024-01-10 10:00,Sub1,F2,343,154,104,86,45,291,107,113,30,20
2024-01-10 11:00,Sub1,F2,368,139,92,37,47,310,177,120,58,37
2024-01-10 12:00,Sub1,F2,343,158,107,31,19,320,125,134,73,23
2024-01-10 13:00,Sub1,F2,340,134,88,29,43,280,179,134,86,23
2024-01-10 14:00,Sub1,F2,360,126,85,51,59,259,75,53,33,15
2024-01-10 15:00,Sub1,F2,342,151,100,54,21,284,149,88,23,6
2024-01-10 16:00,Sub1,F2,357,146,98,40,44,313,164,125,30,19
2024-01-10 17:00,Sub1,F2,346,163,110,86,25,202,150,76,29,10
2024-01-10 18:00,Sub1,F2,341,144,96,53,20,327,155,58,34,21
2024-01-10 19:00,Sub1,F2,360,164,112,20,14,228,93,135,83,39
2024-01-10 20:00,Sub1,F2,354,146,98,69,28,212,116,85,62,22
2024-01-10 21:00,Sub1,F2,351,136,91,70,10,278,113,83,20,30
2024-01-10 22:00,Sub1,F2,360,149,103,36,30,293,151,62,60,17
2024-01-10 23:00,Sub1,F2,347,144,96,20,28,224,112,98,52,27
2024-01-11 00:00,Sub1,F2,333,150,100,81,18,239,87,60,63,23
2024-01-11 01:00,Sub1,F2,338,132,88,91,12,284,120,45,33,10
2024-01-11 02:00,Sub1,F2,377,166,114,69,39,291,103,83,71,38
2024-01-11 03:00,Sub1,F2,364,162,112,75,48,313,164,91,59,34
2024-01-11 04:00,Sub1,F2,321,134,88,98,23,341,114,81,81,8
2024-01-11 05:00,Sub1,F2,350,155,104,67,25,263,129,130,48,38
2024-01-11 06:00,Sub1,F2,359,143,96,71,45,250,118,50,72,30
2024-01-11 07:00,Sub1,F2,351,146,98,54,24,330,75,62,37,24
2024-01-11 08:00,Sub1,F2,340,131,86,99,14,286,78,103,43,48
2024-01-11 09:00,Sub1,F2,349,149,100,50,23,245,71,105,64,37
2024-01-11 10:00,Sub1,F2,335,149,98,96,26,301,70,83,18,24
2024-01-11 11:00,Sub1,F2,377,143,98,72,48,283,88,67,48,20
2024-01-11 12:00,Sub1,F2,356,155,122,27,41,244,75,41,62,35
2024-01-11 13:00,Sub1,F2,361,138,93,43,33,315,170,139,15,32
2024-01-11 14:00,Sub1,F2,352,141,94,90,16,339,173,55,60,29
2024-01-11 15:00,Sub1,F2,348,152,100,41,22,238,93,63,30,43
2024-01-11 16:00,Sub1,F2,358,137,92,74,33,346,145,124,83,34
2024-01-11 17:00,Sub1,F2,366,157,107,62,27,246,125,71,35,44
2024-01-11 18:00,Sub1,F2,359,146,100,98,41,291,164,65,16,40
2024-01-11 19:00,Sub1,F2,332,142,94,46,35,235,78,46,47,35
2024-01-11 20:00,Sub1,F2,354,139,94,91,26,323,160,81,77,35
2024-01-11 21:00,Sub1,F2,347,140,94,99,28,335,109,81,26,6
2024-01-11 22:00,Sub1,F2,341,151,101,41,51,296,150,66,40,31
2024-01-11 23:00,Sub1,F2,344,144,96,71,50,255,73,115,19,33
2024-01-12 00:00,Sub1,F2,336,149,99,88,42,332,141,139,27,41
2024-01-12 01:00,Sub1,F2,303,145,95,36,49,254,158,120,34,47
2024-01-12 02:00,Sub1,F2,335,152,100,37,23,212,146,106,40,44
2024-01-12 03:00,Sub1,F2,323,159,104,82,31,281,126,64,56,36
2024-01-12 04:00,Sub1,F2,373,146,100,34,28,312,82,60,85,23
2024-01-12 05:00,Sub1,F2,353,161,109,83,40,211,134,120,47,18
2024-01-12 06:00,Sub1,F2,344,141,94,21,12,295,150,87,30,10
2024-01-12 07:00,Sub1,F2,316,147,96,59,41,227,170,75,52,37
2024-01-12 08:00,Sub1,F2,347,147,100,77,28,343,98,108,47,20
2024-01-12 09:00,Sub1,F2,321,153,99,29,48,256,133,45,77,48
2024-01-12 10:00,Sub1,F2,345,152,103,53,40,277,146,92,28,20
2024-01-12 11:00,Sub1,F2,355,144,116,38,19,213,78,95,83,18
2024-01-12 12:00,Sub1,F2,351,149,111,74,51,219,128,49,46,45
2024-01-12 13:00,Sub1,F2,363,136,92,29,30,336,77,129,81,29
2024-01-12 14:00,Sub1,F2,337,142,118,56,48,295,127,65,44,27
2024-01-12 15:00,Sub1,F2,347,145,97,60,38,322,99,43,25,23
2024-01-12 16:00,Sub1,F2,367,134,89,24,15,241,167,68,50,43
2024-01-12 17:00,Sub1,F2,353,134,90,37,47,262,146,115,42,48
2024-01-12 18:00,Sub1,F2,377,141,95,55,28,276,129,62,15,11
2024-01-12 19:00,Sub1,F2,365,179,123,74,28,339,146,107,41,22
2024-01-12 20:00,Sub1,F2,325,161,106,95,22,214,93,116,48,33
2024-01-12 21:00,Sub1,F2,331,133,97,28,32,238,161,139,38,8
2024-01-12 22:00,Sub1,F2,345,158,106,68,32,268,162,135,67,26
2024-01-12 23:00,Sub1,F2,350,165,109,41,40,204,88,99,17,16
2024-01-13 00:00,Sub1,F2,357,148,118,99,34,316,172,42,22,31
2024-01-13 01:00,Sub1,F2,349,138,93,88,38,306,111,70,34,31
2024-01-13 02:00,Sub1,F2,348,143,96,90,58,238,109,42,32,15
2024-01-13 03:00,Sub1,F2,364,170,117,56,21,235,150,88,42,32
2024-01-13 04:00,Sub1,F2,365,144,98,39,10,264,137,97,30,21
2024-01-13 05:00,Sub1,F2,335,151,100,71,23,286,97,138,24,48
2024-01-13 06:00,Sub1,F2,367,141,96,28,17,246,79,85,75,5
2024-01-13 07:00,Sub1,F2,314,153,99,67,16,249,151,64,65,43
2024-01-13 08:00,Sub1,F2,362,150,103,59,37,249,89,75,18,42
2024-01-13 09:00,Sub1,F2,353,145,97,23,12,299,140,107,77,34
2024-01-13 10:00,Sub1,F2,347,108,70,83,14,268,75,90,25,24
2024-01-13 11:00,Sub1,F2,377,143,97,61,46,254,172,109,23,8
2024-01-13 12:00,Sub1,F2,354,140,93,38,56,215,133,138,75,30
2024-01-13 13:00,Sub1,F2,366,115,78,40,53,344,134,116,75,34
2024-01-13 14:00,Sub1,F2,338,126,84,41,52,207,151,74,46,5
2024-01-13 15:00,Sub1,F2,360,131,87,25,55,235,97,93,15,24
2024-01-13 16:00,Sub1,F2,360,144,97,34,25,206,113,112,52,21
2024-01-13 17:00,Sub1,F2,346,160,108,79,42,258,139,117,41,38
2024-01-13 18:00,Sub1,F2,369,127,86,74,13,269,81,52,74,33
2024-01-13 19:00,Sub1,F2,357,147,99,25,55,218,175,81,87,19
2024-01-13 20:00,Sub1,F2,332,129,85,57,26,213,90,59,31,29
2024-01-13 21:00,Sub1,F2,346,131,87,80,27,234,131,47,79,33
2024-01-13 22:00,Sub1,F2,347,140,92,64,56,225,82,114,53,7
2024-01-13 23:00,Sub1,F2,344,141,95,71,25,276,119,89,74,18
2024-01-14 00:00,Sub1,F2,345,142,94,31,31,261,165,51,56,45
2024-01-14 01:00,Sub1,F2,365,152,103,40,19,267,171,51,80,30
2024-01-14 02:00,Sub1,F2,349,159,108,23,57,343,110,101,65,31
2024-01-14 03:00,Sub1,F2,348,152,103,24,32,261,159,72,51,29
2024-01-14 04:00,Sub1,F2,334,154,103,38,29,287,178,51,16,48
2024-01-14 05:00,Sub1,F2,354,143,94,92,43,227,151,99,29,48
2024-01-14 06:00,Sub1,F2,337,173,117,56,48,235,152,57,88,34
2024-01-14 07:00,Sub1,F2,352,142,95,93,46,310,86,111,67,36
2024-01-14 08:00,Sub1,F2,336,138,91,99,24,234,140,119,40,45
2024-01-14 09:00,Sub1,F2,348,139,95,48,12,255,165,97,66,15
2024-01-14 10:00,Sub1,F2,331,116,75,49,25,333,176,112,71,12
2024-01-14 11:00,Sub1,F2,356,133,89,69,34,221,70,108,89,45
2024-01-14 12:00,Sub1,F2,342,161,108,20,15,201,118,126,82,5
2024-01-14 13:00,Sub1,F2,325,164,109,85,25,328,97,101,65,11
2024-01-14 14:00,Sub1,F2,325,147,96,21,27,244,140,69,80,39
2024-01-14 15:00,Sub1,F2,356,141,94,90,52,302,160,132,38,39
2024-01-14 16:00,Sub1,F2,351,122,82,99,21,223,75,93,71,28
2024-01-14 17:00,Sub1,F2,306,147,97,33,37,325,147,55,59,16
2024-01-14 18:00,Sub1,F2,360,158,109,44,14,227,113,108,67,40
2024-01-14 19:00,Sub1,F2,335,151,100,55,42,275,113,67,76,16
2024-01-14 20:00,Sub1,F2,342,124,81,71,56,327,177,116,66,18
2024-01-14 21:00,Sub1,F2,375,133,100,63,37,204,77,138,57,12
2024-01-14 22:00,Sub1,F2,346,150,99,66,39,277,100,104,63,42
2024-01-14 23:00,Sub1,F2,337,166,111,77,41,314,165,83,56,48
2024-01-15 00:00,Sub1,F2,346,154,102,23,19,270,76,119,61,41
2024-01-15 01:00,Sub1,F2,338,159,107,93,11,305,113,49,46,23
2024-01-15 02:00,Sub1,F2,338,122,80,36,55,348,174,64,70,36
2024-01-15 03:00,Sub1,F2,373,145,100,54,45,295,154,56,85,44
2024-01-15 04:00,Sub1,F2,344,172,115,85,48,294,122,119,15,15
2024-01-15 05:00,Sub1,F2,338,137,91,74,39,296,148,41,15,38
2024-01-15 06:00,Sub1,F2,369,140,95,99,41,284,87,81,21,44
2024-01-15 07:00,Sub1,F2,335,144,94,38,32,322,76,83,44,8
2024-01-15 08:00,Sub1,F2,347,146,98,63,43,271,132,74,46,26
2024-01-15 09:00,Sub1,F2,336,137,91,42,55,207,104,134,44,20
2024-01-15 10:00,Sub1,F2,340,138,91,40,29,302,129,71,70,44
2024-01-15 11:00,Sub1,F2,361,162,110,46,10,249,171,128,58,47
2024-01-15 12:00,Sub1,F2,343,153,104,71,22,217,137,123,30,16
2024-01-15 13:00,Sub1,F2,383,157,107,30,57,224,124,84,19,6
2024-01-15 14:00,Sub1,F2,354,155,104,94,37,210,83,73,42,37
2024-01-15 15:00,Sub1,F2,330,152,100,26,18,221,137,90,65,45
2024-01-15 16:00,Sub1,F2,351,150,100,67,57,336,117,53,67,8
2024-01-15 17:00,Sub1,F2,350,138,92,64,26,311,109,95,86,21
2024-01-15 18:00,Sub1,F2,355,129,86,91,41,227,126,85,25,28
2024-01-15 19:00,Sub1,F2,358,129,85,33,42,213,162,133,74,6
2024-01-15 20:00,Sub1,F2,362,150,101,92,42,345,144,48,53,7
2024-01-15 21:00,Sub1,F2,350,154,104,98,25,208,171,70,20,35
2024-01-15 22:00,Sub1,F2,346,147,98,89,33,228,119,99,17,17
2024-01-15 23:00,Sub1,F2,362,128,85,56,10,321,159,77,89,48
2024-01-16 00:00,Sub1,F2,303,136,89,84,11,254,106,78,20,37
